OBJECT_ID,Time,Latitude,Longitude,Speed,Course
62,0.007778,2554.618947,-4211.972037,28.424266,3.368485456
63,0.008056,2553.785427,-4201.869059,30.380592,3.279473664
64,0.008333,2554.588242,-4212.003613,28.309188,3.347541505
65,0.008333,2554.288092,-4212.30818,27.388564,3.269001689
66,0.008333,2555.67444,-4200.090705,30.150436,2.642428488
67,0.008611,2553.76866,-4201.885034,30.380592,3.282964323
68,0.008889,2554.588242,-4212.003613,28.309188,3.347541505
69,0.008889,2546.559609,-4208.527142,0.460312,1.284562329
70,0.008889,2551.719222,-4207.194225,17.031544,5.037020221
71,0.008889,2555.659605,-4200.094703,30.380592,2.672099085
72,0.009167,2553.751962,-4201.900733,30.49567,3.274237677
73,0.009444,2554.557054,-4212.034361,28.539344,3.316125579
74,0.009444,2554.257939,-4212.336272,27.273486,3.272492347
75,0.009722,2553.735195,-4201.916488,30.610748,3.26551103
76,0.009722,2555.636559,-4200.102853,30.265514,2.787290815
77,0.01,2553.224319,-4211.920732,5.523744,5.073672136
78,0.01,2549.565042,-4209.226401,1.72617,5.574581631
79,0.010278,2553.718359,-4201.932076,30.49567,3.270747018
80,0.010556,2554.526142,-4212.065495,28.19411,3.347541505
81,0.010556,2554.228062,-4212.364695,27.273486,3.28994564
82,0.010556,2551.729779,-4207.213614,16.801388,5.035274892
83,0.010556,2555.620689,-4200.111159,29.690124,2.935643802
84,0.010556,2547.76152,-4212.483187,5.868978,0.123918377
85,0.010833,2553.701592,-4201.94772,30.380592,3.277728335
86,0.011111,2555.596539,-4200.129415,29.229812,3.12588469
87,0.011389,2553.684894,-4201.963418,30.49567,3.279473664
88,0.011389,2546.559885,-4208.527087,0.115078,3.134611337
89,0.011667,2555.580669,-4200.144898,28.654422,3.349286835
90,0.011944,2553.668127,-4201.979062,30.380592,3.282964323
91,0.011944,2551.736955,-4207.231789,16.916466,5.031784233
92,0.012222,2554.49523,-4212.096684,28.309188,3.333578871
93,0.012222,2551.736955,-4207.231789,16.916466,5.031784233
94,0.012222,2555.775939,-4199.862021,0.920624,5.845107665
95,0.0125,2553.229287,-4211.928454,5.638822,5.22551578
96,0.012778,2554.464042,-4212.127431,28.19411,3.302162945
97,0.012778,2554.16886,-4212.4222,26.813174,3.284709652
98,0.012778,2549.568354,-4209.227066,1.72617,5.478588522
99,0.013056,2554.16886,-4212.4222,26.813174,3.284709652
100,0.013056,2553.634455,-4202.011453,30.380592,3.305653603
101,0.013333,2554.448379,-4212.142336,28.309188,3.282964323
102,0.013333,2554.154025,-4212.436328,26.698096,3.281218994
103,0.013333,2555.534715,-4200.195818,28.539344,3.412118688
104,0.013611,2553.617895,-4202.027594,30.380592,3.302162945
105,0.013889,2554.432785,-4212.156522,28.309188,3.262020372
106,0.013889,2554.139259,-4212.450401,26.583018,3.281218994
107,0.013889,2551.747857,-4207.2572,16.916466,5.023057587
108,0.014167,2553.601335,-4202.043347,30.265514,3.277728335
109,0.014722,2554.1247,-4212.464307,26.46794,3.282964323
110,0.014722,2553.584844,-4202.058769,30.035358,3.253293726
111,0.015,2554.11021,-4212.478102,26.352862,3.275983006
112,0.015,2555.487105,-4200.244863,29.575046,3.295181628
113,0.015278,2553.568215,-4202.073639,30.265514,3.221877799
114,0.015278,2549.571804,-4209.227785,1.72617,5.475097864
115,0.015556,2554.401459,-4212.185724,28.309188,3.288200311
116,0.015556,2554.09572,-4212.491677,26.237784,3.279473664
117,0.015556,2551.75455,-4207.274878,16.916466,5.021312258
118,0.015556,2553.241914,-4211.931297,6.559446,5.705481325
119,0.015833,2553.551517,-4202.088509,30.265514,3.218387141
120,0.016111,2554.385934,-4212.200572,28.309188,3.309144262
121,0.016111,2554.081437,-4212.50525,26.122706,3.316125579
122,0.016389,2553.534612,-4202.103489,30.380592,3.216641811
123,0.016667,2554.06743,-4212.519376,25.89255,3.378957432
124,0.016667,2555.437494,-4200.291591,30.265514,3.303908274
125,0.016944,2554.06743,-4212.519376,25.89255,3.378957432
126,0.016944,2553.517569,-4202.118248,30.610748,3.185225885
127,0.017222,2554.05363,-4212.534108,25.777472,3.410373358
128,0.017222,2546.560437,-4208.526922,0,4.822344723
129,0.017222,2551.766832,-4207.295979,16.801388,5.037020221
130,0.017222,2555.429214,-4200.299829,30.265514,3.326597554
131,0.017778,2554.339635,-4212.246001,28.079032,3.326597554
132,0.018056,2554.039899,-4212.549116,25.662394,3.403392041
133,0.018056,2553.484035,-4202.146716,30.380592,3.186971214
134,0.018056,2555.396715,-4200.333115,30.035358,3.385938749
135,0.018056,2553.254955,-4211.929996,6.32929,5.695009349
136,0.018056,2549.575599,-4209.22845,1.72617,5.482079181
137,0.018333,2554.02603,-4212.563959,25.547316,3.380702761
138,0.018333,2547.80568,-4212.443403,5.7539,0.101229097
139,0.018611,2553.467199,-4202.161365,30.380592,3.234095104
140,0.018889,2554.012092,-4212.57847,25.547316,3.35975881
141,0.018889,2551.775802,-4207.3157,16.916466,5.037020221
142,0.018889,2555.372772,-4200.359487,29.805202,3.457497248
143,0.019167,2553.450294,-4202.176676,30.380592,3.249803067
144,0.019167,2555.364975,-4200.368498,29.805202,3.481931858
145,0.019444,2554.293819,-4212.29198,27.963954,3.326597554
146,0.019722,2553.998292,-4212.59265,25.432238,3.358013481
147,0.019722,2553.433389,-4202.192264,30.380592,3.262020372
148,0.019722,2546.560782,-4208.526868,0.115078,2.02981792
149,0.02,2554.26339,-4212.322172,27.733798,3.319616237
150,0.020278,2553.416622,-4202.208238,30.265514,3.293436299
151,0.020278,2551.781322,-4207.33476,16.916466,5.033529563
152,0.020556,2554.26339,-4212.322172,27.733798,3.319616237
153,0.020556,2555.326404,-4200.413719,29.459968,3.469714553
154,0.020833,2553.399855,-4202.224377,30.150436,3.296926957
155,0.020833,2553.279657,-4211.913973,9.666552,0.600393263
156,0.020833,2549.579877,-4209.228506,1.72617,5.532693729
157,0.021111,2554.233099,-4212.352197,27.733798,3.319616237
158,0.021111,2555.310327,-4200.430638,29.690124,3.35975881
159,0.021389,2553.956892,-4212.635023,25.432238,3.319616237
160,0.021389,2553.383295,-4202.240406,30.265514,3.291690969
161,0.021667,2554.233099,-4212.352197,27.733798,3.319616237
162,0.021667,2555.293974,-4200.446673,29.575046,3.282964323
163,0.021944,2553.366597,-4202.256435,30.150436,3.298672286
164,0.022222,2554.20267,-4212.381616,27.61872,3.291690969
165,0.022222,2553.929292,-4212.662167,25.202082,3.347541505
166,0.022222,2551.791327,-4207.358513,16.801388,5.031784233
167,0.022222,2555.277414,-4200.462101,29.575046,3.263765701
168,0.0225,2553.350244,-4202.272298,30.150436,3.309144262
169,0.022778,2554.187352,-4212.396132,27.503642,3.28994564
170,0.022778,2546.561127,-4208.526647,0.115078,3.481931858
171,0.023056,2553.91563,-4212.67618,25.202082,3.354522822
172,0.023056,2553.333822,-4202.288106,30.265514,3.298672286
173,0.023333,2553.901899,-4212.690249,25.31716,3.344050847
174,0.023611,2553.317055,-4202.304024,30.380592,3.28994564
175,0.023611,2551.797054,-4207.375197,16.801388,5.024802916
176,0.023889,2554.172172,-4212.410426,27.388564,3.286454982
177,0.023889,2553.888099,-4212.704484,25.202082,3.364994798
178,0.023889,2551.797054,-4207.375197,16.801388,5.024802916
179,0.023889,2553.296907,-4211.882059,10.587176,1.083849465
180,0.023889,2549.58381,-4209.228286,1.841248,5.546656363
181,0.024167,2555.782632,-4199.859858,2.531716,3.705334002
182,0.024444,2554.142019,-4212.439291,27.388564,3.305653603
183,0.024722,2553.874437,-4212.718773,25.202082,3.380702761
184,0.024722,2553.283797,-4202.336192,30.035358,3.342305518
185,0.024722,2555.19558,-4200.539902,29.92028,3.317870908
186,0.025,2554.126977,-4212.453861,27.388564,3.303908274
187,0.025278,2553.860844,-4212.733173,25.202082,3.38419342
188,0.025278,2553.267444,-4202.352883,29.92028,3.366740127
189,0.025556,2546.561472,-4208.526592,0.115078,2.611012561
190,0.025556,2551.808025,-4207.396242,16.801388,5.012585612
191,0.025556,2555.179089,-4200.556103,30.150436,3.302162945
192,0.025833,2553.251367,-4202.36974,29.690124,3.375466773
193,0.026111,2553.83352,-4212.762027,25.202082,3.387684078
194,0.026389,2553.235152,-4202.386873,29.805202,3.377212103
195,0.026389,2555.154249,-4200.57988,30.265514,3.274237677
196,0.026667,2554.096824,-4212.482671,27.273486,3.28994564
197,0.026667,2553.819927,-4212.776372,25.31716,3.385938749
198,0.026667,2549.587329,-4209.2279,1.841248,5.628686838
199,0.026944,2553.218937,-4202.404006,29.805202,3.38244809
200,0.026944,2553.309534,-4211.841925,10.817332,1.378810109
201,0.027222,2554.06674,-4212.511259,27.04333,3.28994564
202,0.027222,2553.806265,-4212.790772,25.31716,3.375466773
203,0.027222,2553.202929,-4202.421084,29.805202,3.394665395
204,0.027222,2551.816305,-4207.416682,16.916466,5.031784233
205,0.027222,2555.137482,-4200.595584,30.265514,3.260275043
206,0.0275,2553.202929,-4202.421084,29.805202,3.394665395
207,0.0275,2549.878854,-4199.903878,12.888736,5.305800926
208,0.028056,2553.187059,-4202.438106,29.805202,3.401646712
209,0.028056,2546.561679,-4208.526482,0,3.064798167
210,0.028333,2553.778872,-4212.819184,25.31716,3.35975881
211,0.028333,2555.095737,-4200.634291,30.265514,3.281218994
212,0.028611,2553.171189,-4202.455239,29.805202,3.413864017
213,0.028611,2551.824309,-4207.4327,16.801388,5.035274892
214,0.028889,2554.037277,-4212.540176,26.813174,3.347541505
215,0.028889,2553.76521,-4212.833418,25.31716,3.368485456
216,0.028889,2551.824309,-4207.4327,16.801388,5.035274892
217,0.029167,2553.155112,-4202.472648,29.92028,3.413864017
218,0.029167,2553.309465,-4211.812151,11.047488,1.762782545
219,0.029444,2553.751479,-4212.847763,25.202082,3.380702761
220,0.029444,2555.062479,-4200.666692,30.035358,3.342305518
221,0.029444,2549.591055,-4209.228564,1.841248,5.614724204
222,0.029722,2553.751479,-4212.847763,25.202082,3.380702761
223,0.029722,2553.139035,-4202.490002,29.92028,3.417354675
224,0.029722,2555.046195,-4200.683334,29.92028,3.358013481
225,0.03,2553.993945,-4212.584212,26.698096,3.340560188
226,0.03,2553.737817,-4212.862107,25.31716,3.38419342
227,0.030278,2553.123027,-4202.507245,30.035358,3.399901383
228,0.030278,2549.89845,-4199.918618,13.003814,5.305800926
229,0.030556,2553.724155,-4212.876507,25.31716,3.370230786
230,0.030556,2551.83459,-4207.45579,16.916466,5.033529563
231,0.030833,2553.10695,-4202.524212,30.265514,3.356268152
232,0.030833,2546.561955,-4208.526372,0,2.206096175
233,0.031111,2555.013765,-4200.716783,29.805202,3.345796176
234,0.031111,2555.744199,-4199.902375,6.099134,3.403392041
235,0.031389,2553.710424,-4212.890686,25.31716,3.371976115
236,0.031389,2553.090459,-4202.541013,30.150436,3.326597554
237,0.031389,2554.997619,-4200.732817,29.575046,3.323106896
238,0.031667,2553.696624,-4212.904975,25.432238,3.371976115
239,0.031667,2554.997619,-4200.732817,29.575046,3.323106896
240,0.031944,2553.696624,-4212.904975,25.432238,3.371976115
241,0.031944,2553.073899,-4202.557317,30.035358,3.300417616
242,0.031944,2551.838454,-4207.473304,16.916466,5.033529563
243,0.031944,2549.594505,-4209.228399,1.72617,5.654866776
244,0.032222,2553.95013,-4212.627752,26.583018,3.326597554
245,0.032222,2551.838454,-4207.473304,16.916466,5.033529563
246,0.032222,2554.981404,-4200.748796,29.575046,3.309144262
247,0.032222,2553.300495,-4211.797975,9.321318,2.359685149
248,0.0325,2553.057339,-4202.572959,29.92028,3.262020372
249,0.032778,2553.93564,-4212.642154,26.583018,3.345796176
250,0.032778,2553.669024,-4212.933664,25.432238,3.361504139
251,0.033056,2553.04071,-4202.587826,30.035358,3.230604445
252,0.033056,2549.91915,-4199.932475,13.003814,5.305800926
253,0.033333,2553.655224,-4212.947732,25.31716,3.345796176
254,0.033611,2553.024012,-4202.602252,30.265514,3.200933848
255,0.033889,2553.641424,-4212.961635,25.31716,3.345796176
256,0.033889,2546.562162,-4208.526317,0.115078,3.111922056
257,0.033889,2551.84908,-4207.495564,16.916466,5.033529563
258,0.033889,2554.941384,-4200.787114,28.999656,3.281218994
259,0.034167,2553.007314,-4202.616457,30.380592,3.204424507
260,0.034722,2553.627762,-4212.975592,25.432238,3.363249469
261,0.034722,2552.990547,-4202.631048,30.49567,3.235840433
262,0.034722,2553.279519,-4211.806642,5.293588,3.900810878
263,0.034722,2549.598507,-4209.227958,1.611092,5.661848093
264,0.035,2547.905247,-4212.359251,5.984056,0.052359878
265,0.035278,2553.6141,-4212.989771,25.432238,3.366740127
266,0.035278,2552.973849,-4202.646192,30.610748,3.26551103
267,0.035556,2553.600369,-4213.004004,25.31716,3.377212103
268,0.035556,2551.86012,-4207.513791,16.916466,5.026548246
269,0.035833,2553.848769,-4212.729285,26.352862,3.328342884
270,0.035833,2552.957082,-4202.661723,30.380592,3.260275043
271,0.035833,2549.93985,-4199.946332,13.003814,5.305800926
272,0.036389,2553.586845,-4213.018403,25.202082,3.392920066
273,0.036389,2552.940315,-4202.677032,30.380592,3.228859116
274,0.036389,2546.5623,-4208.526373,0,2.919935839
275,0.036944,2552.92341,-4202.691955,30.380592,3.202679177
276,0.036944,2551.866675,-4207.530473,16.916466,5.023057587
277,0.037222,2553.820065,-4212.757868,26.237784,3.333578871
278,0.037222,2554.837884,-4200.887189,28.999656,3.335324201
279,0.0375,2553.55959,-4213.047201,25.31716,3.354522822
280,0.0375,2552.906367,-4202.706712,30.610748,3.179989897
281,0.0375,2553.272067,-4211.822458,5.638822,4.284783314
282,0.0375,2549.60175,-4209.228014,1.380936,5.742133239
283,0.037778,2553.791292,-4212.786506,26.237784,3.323106896
284,0.037778,2553.54579,-4213.061325,25.31716,3.354522822
285,0.037778,2554.822014,-4200.903223,28.884578,3.328342884
286,0.038056,2553.791292,-4212.786506,26.237784,3.323106896
287,0.038056,2552.889324,-4202.721247,30.49567,3.183480556
288,0.038333,2553.532059,-4213.075448,25.202082,3.358013481
289,0.038333,2554.806144,-4200.918814,28.884578,3.300417616
290,0.038611,2552.872419,-4202.736004,30.380592,3.19569786
291,0.038889,2553.762519,-4212.814867,26.237784,3.345796176
292,0.038889,2553.518397,-4213.089571,25.087004,3.364994798
293,0.038889,2551.876059,-4207.557265,16.801388,5.035274892
294,0.039444,2553.748029,-4212.829545,26.237784,3.358013481
295,0.039444,2546.562369,-4208.526484,0.115078,3.492403833
296,0.039444,2554.774542,-4200.948726,28.424266,3.28994564
297,0.039444,2555.687274,-4199.962146,7.364992,3.344050847
298,0.039722,2553.50508,-4213.103472,25.202082,3.378957432
299,0.039722,2552.838609,-4202.765738,30.610748,3.241076421
300,0.04,2553.748029,-4212.829545,26.237784,3.358013481
301,0.04,2553.491625,-4213.117594,25.31716,3.385938749
302,0.04,2554.759017,-4200.963378,28.424266,3.284709652
303,0.040278,2552.821842,-4202.781213,30.380592,3.293436299
304,0.040556,2551.883304,-4207.572179,16.801388,5.033529563
305,0.040556,2553.264684,-4211.845511,5.523744,4.321435228
306,0.040556,2549.605407,-4209.227131,1.265858,5.853834311
307,0.040833,2552.805144,-4202.796909,30.150436,3.300417616
308,0.041111,2553.704904,-4212.874296,26.237784,3.38419342
309,0.041111,2553.464232,-4213.146337,25.202082,3.375466773
310,0.041667,2553.690759,-4212.88936,26.352862,3.385938749
311,0.041667,2553.45057,-4213.160459,25.202082,3.363249469
312,0.041944,2552.7723,-4202.82852,30.035358,3.310889591
313,0.042222,2553.690759,-4212.88936,26.352862,3.385938749
314,0.042222,2552.75574,-4202.844768,30.150436,3.310889591
315,0.042222,2546.562645,-4208.526374,0.115078,3.164281934
316,0.042222,2551.893654,-4207.592063,16.916466,5.031784233
317,0.042222,2554.69533,-4201.016907,28.884578,3.129375349
318,0.042778,2553.661917,-4212.919212,26.352862,3.358013481
319,0.042778,2554.679115,-4201.029792,29.229812,3.131120678
320,0.043056,2552.738904,-4202.861182,30.150436,3.305653603
321,0.043056,2554.670835,-4201.036649,29.229812,3.160791275
322,0.043056,2549.9985,-4199.975016,13.23397,5.340707511
323,0.043333,2553.253989,-4211.865698,6.214212,3.625048856
324,0.043333,2549.607477,-4209.226136,1.035702,5.888740896
325,0.043333,2547.954927,-4212.31687,5.984056,0.054105207
326,0.043611,2552.722137,-4202.877485,30.265514,3.286454982
327,0.043611,2553.253989,-4211.865698,6.214212,3.625048856
328,0.043611,2549.299047,-4217.581651,0,4.673991737
329,0.043889,2553.647427,-4212.93389,26.46794,3.356268152
330,0.043889,2553.395439,-4213.216951,25.202082,3.364994798
331,0.043889,2552.705232,-4202.893401,30.380592,3.26725636
332,0.043889,2551.903659,-4207.611892,16.801388,5.033529563
333,0.043889,2554.64634,-4201.057717,29.114734,3.200933848
334,0.044167,2552.705232,-4202.893401,30.380592,3.26725636
335,0.044167,2550.00885,-4199.977798,13.23397,5.358160804
336,0.044444,2553.381915,-4213.230963,25.202082,3.375466773
337,0.044444,2554.630194,-4201.072148,28.884578,3.230604445
338,0.044444,2547.133965,-4213.283726,0,3.700098014
339,0.044722,2552.688534,-4202.909151,30.265514,3.270747018
340,0.044722,2550.014577,-4199.977809,13.23397,5.393067389
341,0.045,2553.36846,-4213.244974,25.087004,3.38244809
342,0.045,2546.562852,-4208.526319,0,3.50113048
343,0.045,2554.614255,-4201.086579,28.884578,3.232349775
344,0.045278,2552.671905,-4202.924681,30.265514,3.277728335
345,0.045556,2553.604509,-4212.977977,26.237784,3.368485456
346,0.045556,2551.909524,-4207.630729,16.801388,5.024802916
347,0.045556,2550.024927,-4199.979651,13.23397,5.410520681
348,0.046389,2553.34293,-4213.274816,23.936224,3.680899392
349,0.046389,2552.63844,-4202.956126,30.380592,3.279473664
350,0.046389,2549.610375,-4209.224092,0.805546,5.92713814
351,0.046667,2553.561867,-4213.021399,26.122706,3.345796176
352,0.046667,2553.33327,-4213.291193,22.555288,4.022983926
353,0.046667,2554.56561,-4201.129155,29.34489,3.193952531
354,0.046944,2552.621742,-4202.971766,30.265514,3.302162945
355,0.047222,2553.547584,-4213.035911,26.122706,3.366740127
356,0.047222,2553.327474,-4213.307007,21.979898,4.365068459
357,0.047222,2551.916355,-4207.656583,16.801388,5.023057587
358,0.0475,2552.60532,-4202.987681,30.265514,3.317870908
359,0.047778,2554.533042,-4201.156802,29.459968,3.19744319
360,0.047778,2555.638077,-4199.996064,4.257886,2.577851305
361,0.048056,2553.325059,-4213.321375,22.210054,4.571017311
362,0.048056,2552.588829,-4203.003873,30.380592,3.324852225
363,0.048333,2553.3243,-4213.334856,22.670366,4.625122518
364,0.048611,2549.6121,-4209.223816,0.690468,5.962044725
365,0.048611,2550.052527,-4199.982464,13.349048,5.462880559
366,0.048889,2553.323334,-4213.348613,22.900522,4.59719725
367,0.048889,2551.927119,-4207.674311,16.801388,5.019566929
368,0.048889,2553.228804,-4211.901664,6.32929,3.57094365
369,0.049167,2552.55564,-4203.036423,30.380592,3.321361567
370,0.049444,2553.50508,-4213.080272,26.237784,3.351032164
371,0.049444,2553.322092,-4213.362703,23.360834,4.591961262
372,0.049444,2554.484259,-4201.199984,29.229812,3.232349775
373,0.049722,2550.06405,-4199.983424,13.349048,5.480333851
374,0.05,2553.490797,-4213.094728,26.237784,3.344050847
375,0.050278,2552.522037,-4203.069304,30.265514,3.298672286
376,0.050556,2553.319125,-4213.391491,23.706068,4.577998628
377,0.050556,2546.56299,-4208.526264,0,3.303908274
378,0.050556,2551.93809,-4207.693034,16.916466,5.026548246
379,0.050556,2554.459902,-4201.222431,29.114734,3.26551103
380,0.050833,2552.50527,-4203.08533,30.380592,3.291690969
381,0.051111,2553.462024,-4213.123916,26.46794,3.361504139
382,0.051111,2554.43589,-4201.24554,29.114734,3.310889591
383,0.051389,2552.488365,-4203.101632,30.265514,3.295181628
384,0.051389,2553.213555,-4211.926889,5.638822,4.434881629
385,0.051389,2550.078954,-4199.982565,13.23397,5.532693729
386,0.051667,2553.314364,-4213.421775,23.821146,4.48026019
387,0.051667,2554.419675,-4201.261407,29.459968,3.319616237
388,0.051667,2549.612859,-4209.224314,0.57539,5.979498017
389,0.051944,2553.314364,-4213.421775,23.821146,4.48026019
390,0.051944,2552.471805,-4203.117768,30.150436,3.28994564
391,0.052222,2553.311604,-4213.436973,23.821146,4.511676116
392,0.052222,2551.948785,-4207.71032,17.031544,5.030038904
393,0.0525,2553.419175,-4213.168719,26.46794,3.424335992
394,0.0525,2552.455314,-4203.133628,30.150436,3.26725636
395,0.0525,2550.09165,-4199.980708,13.23397,5.550147021
396,0.052778,2554.395525,-4201.285345,29.229812,3.31438025
397,0.053056,2553.309672,-4213.451783,24.051302,4.609414555
398,0.053056,2552.438685,-4203.149322,30.150436,3.253293726
399,0.053056,2546.56299,-4208.526264,0.115078,3.754203221
400,0.053611,2552.421849,-4203.164961,30.150436,3.253293726
401,0.053611,2551.95534,-4207.727002,17.031544,5.038765551
402,0.053611,2554.35516,-4201.323492,29.575046,3.270747018
403,0.053889,2553.39192,-4213.20072,25.89255,3.579670296
404,0.053889,2553.309879,-4213.478463,24.051302,4.757767541
405,0.054167,2549.613687,-4209.22354,0.57539,6.049311187
406,0.054444,2553.3105,-4213.491498,24.051302,4.73682359
407,0.054444,2553.169464,-4212.001622,6.674524,3.544763711
408,0.054722,2553.368115,-4213.235529,25.087004,3.858922976
409,0.054722,2552.388867,-4203.195024,29.92028,3.227113787
410,0.054722,2553.169464,-4212.001622,6.674524,3.544763711
411,0.055,2553.3105,-4213.505032,24.051302,4.679227725
412,0.055,2554.32273,-4201.35318,29.575046,3.262020372
413,0.055278,2553.3105,-4213.505032,24.051302,4.679227725
414,0.055278,2552.372307,-4203.209668,29.92028,3.230604445
415,0.055556,2553.350934,-4213.271149,24.74177,4.173082242
416,0.055556,2553.309534,-4213.519341,24.16638,4.602433238
417,0.055556,2551.96638,-4207.749537,16.916466,5.04051088
418,0.055556,2554.306377,-4201.368218,29.459968,3.269001689
419,0.056111,2553.345552,-4213.287956,24.511614,4.366813788
420,0.056111,2546.562852,-4208.526374,0.115078,3.45226126
421,0.056111,2554.290162,-4201.383587,29.229812,3.288200311
422,0.056389,2552.339049,-4203.239619,30.150436,3.246312409
423,0.056389,2554.273947,-4201.399067,29.229812,3.284709652
424,0.056389,2555.630694,-4199.992707,0.230156,2.164208272
425,0.056944,2552.322282,-4203.255258,29.92028,3.272492347
426,0.057222,2553.342447,-4213.303708,24.511614,4.52563875
427,0.057222,2553.302979,-4213.564766,24.281458,4.558800006
428,0.057222,2551.972245,-4207.767876,16.916466,5.026548246
429,0.057222,2554.257732,-4201.414657,29.34489,3.296926957
430,0.057222,2553.151524,-4212.014148,8.400694,2.705260341
431,0.057222,2549.615619,-4209.221993,0.460312,6.141813638
432,0.0575,2552.305722,-4203.271117,29.92028,3.305653603
433,0.057778,2553.34017,-4213.332825,24.626692,4.621631859
434,0.057778,2553.300909,-4213.579687,24.511614,4.581489286
435,0.058056,2552.289369,-4203.287253,30.035358,3.335324201
436,0.058333,2553.338997,-4213.347467,24.511614,4.602433238
437,0.058333,2553.299184,-4213.594496,24.511614,4.612905213
438,0.058333,2554.225647,-4201.446167,29.229812,3.333578871
439,0.058611,2552.273154,-4203.303665,29.92028,3.347541505
440,0.058889,2553.338997,-4213.347467,24.511614,4.602433238
441,0.058889,2546.562714,-4208.526429,0,3.35975881
442,0.058889,2551.982595,-4207.789803,16.801388,5.023057587
443,0.059167,2552.257215,-4203.319745,29.805202,3.33706953
444,0.059444,2553.335892,-4213.377304,24.511614,4.571017311
445,0.059444,2553.2967,-4213.623945,24.511614,4.616395872
446,0.059722,2552.241069,-4203.335715,29.805202,3.296926957
447,0.059722,2554.185834,-4201.486521,29.114734,3.345796176
448,0.06,2553.335892,-4213.377304,24.511614,4.571017311
449,0.06,2553.294837,-4213.638976,24.281458,4.55007336
450,0.06,2549.617827,-4209.219782,0.460312,6.2290801
451,0.060278,2552.224785,-4203.351132,29.690124,3.269001689
